id,name,description,density_score,primary_muscles,secondary_muscles,implicit_hits,is_unilateral,setup_buffer_sec,avg_time_per_set_sec,is_timed,equipment_needed,movement_pattern,tempo_category,created_at,updated_at,is_stretch
,Foam Roller Lat Mobilization,Lie on side with foam roller under lat and slowly roll tender areas.,3,"[""lats""]","[""serratus_anterior"",""upper_back""]","{""serratus_anterior"":0.2,""upper_back"":0.2}",true,5,60,true,"[""foam_roller""]",stretch,controlled,,,true
,Foam Roller Quad Mobilization,Lie face-down with foam roller under thigh and roll slowly from hip to knee.,3,"[""quads""]","[""hip_flexors""]","{""hip_flexors"":0.2}",true,5,60,true,"[""foam_roller""]",stretch,controlled,,,true
,Foam Roller Thoracic Extension,Place foam roller under upper back and gently extend over it in small segments.,3,"[""upper_back""]","[""chest"",""abs""]","{""chest"":0.3,""abs"":0.2}",false,5,60,true,"[""foam_roller""]",stretch,controlled,,,true
,Forearm Plank,Hold body in a straight line on forearms and toes. Brace abs and avoid sagging hips.,5,"[""abs""]","[""obliques"",""glutes"",""anterior_deltoids""]","{""obliques"":0.5,""glutes"":0.3,""anterior_deltoids"":0.3}",false,5,45,true,[],anti-rotation,isometric,,,false
,Forward Lunge,"Step forward into a lunge, lower until both knees bend, then push back to starting position.",7,"[""quads""]","[""glutes"",""hamstrings"",""calves""]","{""glutes"":0.7,""hamstrings"":0.3,""calves"":0.2}",true,10,50,false,"[""dumbbells""]",lunge,controlled,,,false
,Frog Pump,Lie on back with soles of feet together and knees out. Pump hips upward while squeezing glutes.,4,"[""glutes""]","[""adductors"",""hamstrings""]","{""adductors"":0.3,""hamstrings"":0.2}",false,5,40,false,[],hinge,controlled,,,false
,Frog Stretch,Kneel with knees wide and hips back. Hold a gentle inner-thigh stretch.,2,"[""adductors""]","[""glutes"",""hip_flexors""]","{""glutes"":0.3,""hip_flexors"":0.2}",false,5,60,true,[],stretch,isometric,,,true
,Front Rack Carry,Hold kettlebells or dumbbells in front rack at shoulders. Walk while bracing core.,7,"[""abs""]","[""upper_back"",""forearms"",""biceps"",""glutes""]","{""upper_back"":0.6,""forearms"":0.6,""biceps"":0.3,""glutes"":0.3}",false,15,45,false,"[""kettlebells"",""dumbbells""]",carry,controlled,,,false
,Front Raise (Dumbbell),"Stand with dumbbells in front of thighs. Raise arms to shoulder height, then lower slowly.",4,"[""anterior_deltoids""]","[""upper_chest""]","{""upper_chest"":0.3}",false,10,40,false,"[""dumbbells""]",push,controlled,,,false
,Front Raise (Plate),"Hold a weight plate with both hands. Raise to shoulder height, then lower with control.",4,"[""anterior_deltoids""]","[""upper_chest"",""forearms""]","{""upper_chest"":0.3,""forearms"":0.3}",false,10,40,false,"[""weight_plate""]",push,controlled,,,false
,Front Squat,"Bar across front deltoids, elbows high. Squat down keeping torso upright. More quad dominant than back squat.",9,"[""quads""]","[""glutes"",""upper_back"",""core"",""lower_back""]","{""abs"":0.7,""glutes"":0.6,""lower_back"":0.4,""upper_back"":0.6}",false,45,90,false,"[""barbell"",""squat_rack""]",squat,controlled,,,false
,Glute-Ham Raise,Secure feet in glute-ham developer. Lower torso and extend back up using hamstrings and glutes.,8,"[""hamstrings""]","[""glutes"",""calves"",""lower_back""]","{""glutes"":0.7,""calves"":0.3,""lower_back"":0.3}",false,20,50,false,"[""glute_ham_developer""]",hinge,controlled,,,false
,Goblet Carry,Hold kettlebell or dumbbell at chest. Walk with ribs down and torso upright.,5,"[""abs""]","[""upper_back"",""forearms"",""biceps""]","{""upper_back"":0.5,""forearms"":0.4,""biceps"":0.3}",false,10,45,false,"[""kettlebell"",""dumbbell""]",carry,controlled,,,false
,Goblet Squat,"Hold a dumbbell or kettlebell at chest. Squat down between knees, then stand tall.",7,"[""quads""]","[""glutes"",""abs"",""upper_back""]","{""glutes"":0.7,""abs"":0.4,""upper_back"":0.3}",false,10,50,false,"[""dumbbell"",""kettlebell""]",squat,controlled,,,false
,Good Morning,"Place bar on upper back. Hinge at hips with soft knees, then return by squeezing glutes.",8,"[""hamstrings""]","[""glutes"",""lower_back"",""abs""]","{""glutes"":0.7,""lower_back"":0.7,""abs"":0.4}",false,40,60,false,"[""barbell"",""squat_rack""]",hinge,controlled,,,false
,Hack Squat,"Stand on hack squat platform with shoulders under pads. Lower until knees bend deeply, then press up.",8,"[""quads""]","[""glutes"",""hamstrings"",""calves""]","{""glutes"":0.6,""hamstrings"":0.3,""calves"":0.2}",false,20,60,false,"[""hack_squat_machine""]",squat,controlled,,,false
,Hammer Curl,"Hold dumbbells with neutral grip (palms facing each other). Curl to shoulders, targets brachialis and forearms more than standard curl.",5,"[""biceps""]","[""forearms""]","{""forearms"":0.8}",false,15,35,false,"[""dumbbells""]",pull,controlled,,,false
,Hamstring Curl (Stability Ball),"Lie on back with heels on ball. Lift hips and curl ball toward body, then extend legs.",6,"[""hamstrings""]","[""glutes"",""calves"",""abs""]","{""glutes"":0.5,""calves"":0.3,""abs"":0.4}",false,10,45,false,"[""stability_ball""]",hinge,controlled,,,false
,Hand-Release Push Up,"Lower chest to floor, briefly lift hands, then plant hands and push back up.",7,"[""chest""]","[""triceps"",""anterior_deltoids"",""abs""]","{""triceps"":0.5,""anterior_deltoids"":0.5,""abs"":0.3}",false,5,35,false,[],push,controlled,,,true
,Hang Clean,Start with bar above knees. Extend hips explosively and catch bar on shoulders.,9,"[""glutes""]","[""hamstrings"",""quads"",""traps"",""forearms""]","{""hamstrings"":0.6,""quads"":0.5,""traps"":0.7,""forearms"":0.5}",false,35,55,false,"[""barbell""]",hinge,explosive,,,false
,Hanging Knee Raise,"Hang from bar, bring knees to chest. Lower with control. Easier variation of hanging leg raise.",6,"[""abs""]","[""hip_flexors"",""forearms""]","{""forearms"":0.5,""hip_flexors"":0.7}",false,10,35,false,"[""pull_up_bar""]",pull,controlled,,,false
,Hanging Leg Raise,"Hang from bar, raise straight legs to 90 degrees or higher. Lower with control. Targets lower abs and hip flexors.",7,"[""abs""]","[""hip_flexors"",""forearms""]","{""forearms"":0.4,""hip_flexors"":0.8}",false,10,40,false,"[""pull_up_bar""]",pull,controlled,,,false
,Happy Baby Pose,"Lie on back, hold feet or shins, and gently pull knees toward armpits.",2,"[""adductors""]","[""glutes"",""lower_back""]","{""glutes"":0.4,""lower_back"":0.3}",false,5,60,true,[],stretch,isometric,,,true
,High Plank,Hold top of push-up position with hands under shoulders. Brace core and keep body straight.,5,"[""abs""]","[""obliques"",""anterior_deltoids"",""serratus_anterior""]","{""obliques"":0.5,""anterior_deltoids"":0.4,""serratus_anterior"":0.3}",false,5,45,true,[],anti-rotation,isometric,,,false
,High-to-Low Cable Fly,Set pulleys high. Pull handles down and together toward lower chest to emphasize lower chest.,6,"[""lower_chest""]","[""chest"",""anterior_deltoids""]","{""chest"":0.7,""anterior_deltoids"":0.3}",false,20,45,false,"[""cable_machine""]",push,controlled,,,false
,Hip Abduction Machine,"Sit with pads outside thighs. Push knees outward, pause, then return slowly.",4,"[""glute_medius""]","[""glutes"",""tensor_fasciae_latae""]","{""glutes"":0.5,""tensor_fasciae_latae"":0.3}",false,15,40,false,"[""hip_abduction_machine""]",squat,controlled,,,false
,Hip Adduction Machine,"Sit with pads outside knees. Squeeze thighs together, then return slowly.",4,"[""adductors""]","[""glutes""]","{""glutes"":0.2}",false,15,40,false,"[""hip_adduction_machine""]",squat,controlled,,,false
,Hip Thrust,"Upper back against bench, bar across hips. Drive hips up until body forms straight line. Squeeze glutes at top, lower with control.",8,"[""glutes""]","[""hamstrings"",""quads""]","{""quads"":0.3,""hamstrings"":0.4}",false,35,60,false,"[""barbell"",""bench""]",hinge,controlled,,,false
,Hollow Body Hold,Lie on back with arms and legs extended off floor. Press lower back down and hold.,6,"[""abs""]","[""hip_flexors"",""quads""]","{""hip_flexors"":0.4,""quads"":0.2}",false,5,30,true,[],anti-rotation,isometric,,,false
,Inchworm Walkout,"Hinge down, walk hands to plank, then walk feet toward hands or reverse.",3,"[""hamstrings""]","[""calves"",""abs"",""anterior_deltoids""]","{""calves"":0.3,""abs"":0.4,""anterior_deltoids"":0.3}",false,5,45,true,[],stretch,controlled,,,true
,Incline Bench Press (Barbell),"Set bench to an incline. Lower bar to upper chest, then press up while keeping wrists stacked over elbows.",8,"[""upper_chest""]","[""chest"",""triceps"",""anterior_deltoids""]","{""chest"":0.7,""triceps"":0.6,""anterior_deltoids"":0.7}",false,35,60,false,"[""barbell"",""incline_bench""]",push,controlled,,,false
,Incline Dumbbell Curl,"Sit on an incline bench with arms hanging. Curl dumbbells without swinging, then lower fully.",5,"[""biceps""]","[""forearms""]","{""forearms"":0.4}",false,15,40,false,"[""dumbbells"",""incline_bench""]",pull,controlled,,,false
,Incline Dumbbell Press,Set bench to 30-45° incline. Press dumbbells from chest level to full extension above shoulders. Control the eccentric phase.,8,"[""upper_chest""]","[""upper_chest"",""anterior_deltoids"",""serratus_anterior""]","{""chest"":0.7,""triceps"":0.5,""anterior_deltoids"":0.7}",false,30,60,false,"[""dumbbells"",""incline_bench""]",push,controlled,,,false
,Incline Push Up,"Place hands on a bench or box. Lower chest toward the surface, then push back up.",5,"[""chest""]","[""triceps"",""anterior_deltoids"",""abs""]","{""triceps"":0.5,""anterior_deltoids"":0.5,""abs"":0.3}",false,5,35,false,"[""bench""]",push,controlled,,,false
,Incline Treadmill Walk,Walk on treadmill at an incline while keeping posture tall and steps controlled.,6,"[""glutes""]","[""hamstrings"",""calves"",""quads""]","{""hamstrings"":0.5,""calves"":0.5,""quads"":0.4}",false,15,300,true,"[""treadmill""]",cardio,controlled,,,false
,Inverted Row,"Lie under a fixed bar. Pull chest to bar while keeping body straight, then lower with control.",7,"[""upper_back""]","[""lats"",""biceps"",""posterior_deltoids"",""abs""]","{""lats"":0.6,""biceps"":0.5,""posterior_deltoids"":0.5,""abs"":0.3}",false,20,45,false,"[""barbell"",""squat_rack""]",pull,controlled,,,false
,JM Press,"Lower bar toward upper chest/neck with elbows forward, then extend elbows to press back up.",7,"[""triceps""]","[""chest"",""anterior_deltoids""]","{""chest"":0.4,""anterior_deltoids"":0.3}",false,30,50,false,"[""barbell"",""bench""]",push,controlled,,,false
,Jump Rope,Jump repeatedly over rope with light foot contacts and steady rhythm.,8,"[""calves""]","[""quads"",""forearms"",""anterior_deltoids""]","{""quads"":0.4,""forearms"":0.3,""anterior_deltoids"":0.2}",false,5,60,false,"[""jump_rope""]",cardio,explosive,,,false
,Kettlebell Clean,"Swing kettlebell from hinge and guide it into front rack position, then lower and repeat.",8,"[""glutes""]","[""hamstrings"",""upper_back"",""forearms"",""abs""]","{""hamstrings"":0.6,""upper_back"":0.5,""forearms"":0.5,""abs"":0.4}",true,10,45,false,"[""kettlebell""]",hinge,explosive,,,false
,Kettlebell Snatch,"Swing kettlebell overhead in one motion, finishing with arm locked out and shoulder stable.",9,"[""glutes""]","[""hamstrings"",""anterior_deltoids"",""traps"",""forearms"",""abs""]","{""hamstrings"":0.6,""anterior_deltoids"":0.5,""traps"":0.4,""forearms"":0.5,""abs"":0.4}",true,10,45,false,"[""kettlebell""]",hinge,explosive,,,false
,Kettlebell Swing,"Hinge kettlebell between legs, then snap hips forward to swing it to chest height.",8,"[""glutes""]","[""hamstrings"",""lower_back"",""abs"",""forearms""]","{""hamstrings"":0.7,""lower_back"":0.5,""abs"":0.4,""forearms"":0.4}",false,10,45,false,"[""kettlebell""]",hinge,explosive,,,false
,Kneeling Hip Flexor Stretch,"Kneel in lunge position, tuck pelvis slightly, and shift forward until front of hip stretches.",2,"[""hip_flexors""]","[""quads"",""glutes""]","{""quads"":0.4,""glutes"":0.2}",true,5,45,true,[],stretch,isometric,,,true
,L-Sit,"Support body on parallel bars or floor. Lift legs to form L shape, hold position. Requires strong core and hip flexors.",8,"[""abs""]","[""hip_flexors"",""triceps"",""traps"",""quads""]","{""quads"":0.4,""traps"":0.5,""triceps"":0.6,""hip_flexors"":0.9}",false,5,30,true,"[""parallel_bars""]",anti-rotation,isometric,,,false
,Landmine Press,"Hold the end of a landmine bar at shoulder height. Press forward and upward, then lower with control.",7,"[""anterior_deltoids""]","[""upper_chest"",""triceps"",""abs"",""serratus_anterior""]","{""upper_chest"":0.5,""triceps"":0.6,""abs"":0.4,""serratus_anterior"":0.4}",false,20,45,false,"[""barbell"",""landmine_attachment""]",push,controlled,,,false
,Landmine Row,"Straddle a landmine bar with row handle. Pull bar toward torso, then lower under control.",8,"[""upper_back""]","[""lats"",""biceps"",""lower_back""]","{""lats"":0.7,""biceps"":0.5,""lower_back"":0.4}",false,25,60,false,"[""barbell"",""landmine_attachment""]",pull,controlled,,,false
,Landmine Squat,"Hold landmine bar at chest. Squat down with upright torso, then stand and keep bar close.",7,"[""quads""]","[""glutes"",""abs"",""upper_back""]","{""glutes"":0.6,""abs"":0.4,""upper_back"":0.3}",false,20,50,false,"[""barbell"",""landmine_attachment""]",squat,controlled,,,false
,Lat Pulldown,"Seated at lat pulldown machine. Pull bar to upper chest, squeeze lats at bottom. Control the eccentric phase fully.",7,"[""lats""]","[""biceps"",""posterior_deltoids"",""traps""]","{""traps"":0.4,""biceps"":0.5,""posterior_deltoids"":0.3}",false,20,45,false,"[""cable_machine""]",pull,controlled,,,false
,Lat Stretch on Bench,Kneel facing bench with elbows on bench. Sit hips back until lats stretch.,2,"[""lats""]","[""triceps"",""upper_back""]","{""triceps"":0.3,""upper_back"":0.3}",false,5,45,true,"[""bench""]",stretch,isometric,,,true
,Lateral Lunge,"Step out to the side, bend the stepping knee, keep other leg straight, then push back to center.",7,"[""quads""]","[""glutes"",""adductors"",""hamstrings""]","{""glutes"":0.6,""adductors"":0.7,""hamstrings"":0.3}",true,10,50,false,"[""dumbbells""]",lunge,controlled,,,false
,Lateral Raise,Stand holding dumbbells at sides. Raise arms out to shoulder height with slight bend in elbows. Lower slowly to resist gravity.,6,"[""lateral_deltoids""]","[""traps""]","{""traps"":0.3,""anterior_deltoids"":0.2}",false,15,40,false,"[""dumbbells""]",push,controlled,,,false
,Lateral Step Up,"Stand beside a box. Step up sideways through the working leg, then lower with control.",7,"[""glute_medius""]","[""quads"",""glutes"",""adductors""]","{""quads"":0.6,""glutes"":0.6,""adductors"":0.3}",true,10,50,false,"[""box"",""dumbbells""]",lunge,controlled,,,false
,Lean-Away Lateral Raise,"Hold support with one hand and lean away. Raise dumbbell out to side, then lower slowly.",5,"[""lateral_deltoids""]","[""traps"",""rotator_cuff""]","{""traps"":0.3,""rotator_cuff"":0.3}",true,10,40,false,"[""dumbbell""]",push,controlled,,,false
,Leg Curl (Seated/Lying),Lying or seated in leg curl machine. Curl heels toward glutes against resistance. Lower with control to full extension.,5,"[""hamstrings""]","[""calves""]","{""calves"":0.2}",false,15,40,false,"[""leg_curl_machine""]",hinge,controlled,,,false
,Leg Extension,Seated in leg extension machine. Extend legs against resistance until knees fully extended. Lower with control.,5,"[""quads""]","[""calves""]","{""calves"":0.3}",false,15,40,false,"[""leg_extension_machine""]",squat,controlled,,,false
,Leg Extension (Single-Leg),"Sit in leg extension machine. Extend one leg fully, pause, then lower with control.",4,"[""quads""]",[],{},true,15,35,false,"[""leg_extension_machine""]",squat,controlled,,,false
,Leg Press,"Seated in leg press machine. Lower weight until knees at 90 degrees, then press up explosively. Keep lower back against pad.",7,"[""quads""]","[""glutes"",""calves""]","{""calves"":0.2,""glutes"":0.5}",false,30,60,false,"[""leg_press_machine""]",squat,explosive,,,false
,Leg Swings Front-to-Back,Hold support and swing one leg forward and backward with controlled range.,3,"[""hamstrings""]","[""hip_flexors"",""glutes""]","{""hip_flexors"":0.5,""glutes"":0.3}",true,5,40,true,[],stretch,controlled,,,true
,Leg Swings Side-to-Side,Hold support and swing one leg across body and outward with control.,3,"[""adductors""]","[""glute_medius"",""hip_flexors""]","{""glute_medius"":0.5,""hip_flexors"":0.3}",true,5,40,true,[],stretch,controlled,,,true
,Levator Scapulae Stretch,Turn head slightly down toward armpit and gently assist until back of neck stretches.,2,"[""traps""]","[""neck"",""upper_back""]","{""neck"":0.6,""upper_back"":0.2}",true,5,30,true,[],stretch,isometric,,,true
,Low-to-High Cable Fly,Set pulleys low. Sweep handles upward and inward toward upper chest while keeping ribs down.,6,"[""upper_chest""]","[""chest"",""anterior_deltoids""]","{""chest"":0.6,""anterior_deltoids"":0.5}",false,20,45,false,"[""cable_machine""]",push,controlled,,,false
,Lying Hamstring Stretch with Strap,Lie on back with strap around foot. Raise leg until hamstring stretch is felt and hold.,2,"[""hamstrings""]","[""calves""]","{""calves"":0.3}",true,5,45,true,"[""yoga_strap""]",stretch,isometric,,,true
,Machine Chest Press,"Sit with handles at chest height. Press handles forward until arms extend, then return with control.",7,"[""chest""]","[""triceps"",""anterior_deltoids""]","{""triceps"":0.6,""anterior_deltoids"":0.5}",false,15,45,false,"[""chest_press_machine""]",push,controlled,,,false
,Machine Hip Thrust,"Sit in hip thrust machine with pad over hips. Drive hips upward, squeeze glutes, then lower.",7,"[""glutes""]","[""hamstrings"",""quads""]","{""hamstrings"":0.4,""quads"":0.2}",false,20,45,false,"[""hip_thrust_machine""]",hinge,controlled,,,false
,Machine Row,"Sit at row machine with chest supported. Pull handles toward torso, squeeze shoulder blades, then return.",7,"[""upper_back""]","[""lats"",""biceps"",""posterior_deltoids""]","{""lats"":0.6,""biceps"":0.5,""posterior_deltoids"":0.4}",false,15,45,false,"[""row_machine""]",pull,controlled,,,false
,Machine Shoulder Press,"Sit with handles at shoulder height. Press overhead, pause briefly, then lower under control.",7,"[""anterior_deltoids""]","[""triceps"",""lateral_deltoids""]","{""triceps"":0.6,""lateral_deltoids"":0.5}",false,15,45,false,"[""shoulder_press_machine""]",push,controlled,,,false
,Meadows Row,"Stand beside a landmine bar. Row the bar end toward hip with one arm, then lower.",8,"[""lats""]","[""upper_back"",""biceps"",""forearms"",""obliques""]","{""upper_back"":0.6,""biceps"":0.5,""forearms"":0.5,""obliques"":0.4}",true,25,50,false,"[""barbell"",""landmine_attachment""]",pull,controlled,,,false
,Medicine Ball Slam,"Raise medicine ball overhead and slam it forcefully to floor, then reset safely.",8,"[""abs""]","[""lats"",""anterior_deltoids"",""triceps"",""glutes""]","{""lats"":0.5,""anterior_deltoids"":0.5,""triceps"":0.4,""glutes"":0.4}",false,10,30,false,"[""medicine_ball""]",push,explosive,,,false
,Mountain Climber,Start in high plank. Drive knees toward chest alternately while keeping hips stable.,7,"[""abs""]","[""hip_flexors"",""anterior_deltoids"",""quads""]","{""hip_flexors"":0.6,""anterior_deltoids"":0.4,""quads"":0.3}",false,5,30,false,[],anti-rotation,explosive,,,false
,Neutral-Grip Pull Up,"Hang with palms facing each other. Pull body up until chin clears handles, then lower fully.",8,"[""lats""]","[""biceps"",""forearms"",""upper_back""]","{""biceps"":0.7,""forearms"":0.5,""upper_back"":0.5}",false,10,45,false,"[""pull_up_bar""]",pull,controlled,,,false
,Nordic Curl,"Kneel with feet secured. Lower body forward with control, resisting with hamstrings. Push back up to starting position.",8,"[""hamstrings""]","[""glutes"",""calves""]","{""calves"":0.4,""glutes"":0.4}",false,10,50,false,[],hinge,controlled,,,false
,Overhead Carry,Hold weight overhead with arm locked out. Walk while keeping ribs down and shoulder stable.,7,"[""anterior_deltoids""]","[""triceps"",""traps"",""abs"",""rotator_cuff""]","{""triceps"":0.5,""traps"":0.4,""abs"":0.6,""rotator_cuff"":0.5}",true,15,40,false,"[""dumbbell"",""kettlebell""]",carry,controlled,,,false
,Overhead Press,"Stand with feet shoulder-width. Press bar from shoulder level to overhead. Keep core tight, slight lean back at top. Lower with control.",8,"[""anterior_deltoids""]","[""upper_chest"",""core"",""triceps""]","{""abs"":0.3,""triceps"":0.7,""upper_chest"":0.3}",false,30,60,false,"[""barbell""]",push,explosive,,,false
,Overhead Tricep Extension,"Stand or sit holding weight overhead. Lower weight behind head by bending elbows, then extend back up.",5,"[""triceps""]",[],{},false,15,40,false,"[""dumbbell"",""cable_machine""]",push,controlled,,,false
,Overhead Triceps Stretch,"Raise one arm overhead, bend elbow, and gently pull elbow back with opposite hand.",2,"[""triceps""]","[""lats"",""shoulders""]","{""lats"":0.2,""shoulders"":0.2}",true,5,40,true,[],stretch,isometric,,,true
,Pallof Press,"Stand sideways to cable or band. Press handle straight out while resisting rotation, then return.",5,"[""obliques""]","[""abs"",""glutes"",""anterior_deltoids""]","{""abs"":0.6,""glutes"":0.3,""anterior_deltoids"":0.2}",false,15,35,false,"[""cable_machine"",""resistance_band""]",anti-rotation,controlled,,,false
,Pec Deck Fly,"Sit with elbows or forearms on pads. Bring arms together in front of chest, then open slowly.",5,"[""chest""]","[""anterior_deltoids""]","{""anterior_deltoids"":0.3}",false,15,40,false,"[""pec_deck_machine""]",push,controlled,,,false
,Pendulum Squat,"Set shoulders under pads. Lower into deep squat on pendulum machine, then drive up through platform.",8,"[""quads""]","[""glutes"",""hamstrings""]","{""glutes"":0.6,""hamstrings"":0.3}",false,20,60,false,"[""pendulum_squat_machine""]",squat,controlled,,,false
,Pigeon Pose,Bring one shin forward on floor and extend other leg back. Fold forward for glute stretch.,2,"[""glutes""]","[""piriformis"",""hip_flexors""]","{""piriformis"":0.7,""hip_flexors"":0.3}",true,5,60,true,[],stretch,isometric,,,true
,Pike Push Up,"Start in downward dog position. Lower head toward ground by bending elbows, then push back up. Targets shoulders and triceps.",7,"[""anterior_deltoids""]","[""upper_chest"",""traps"",""serratus_anterior""]","{""traps"":0.4,""triceps"":0.7,""upper_chest"":0.4,""serratus_anterior"":0.4}",false,5,40,false,[],push,controlled,,,false
,Pistol Squat,"Single leg squat. Lower on one leg while extending other leg forward. Descend until thigh parallel, then stand explosively.",8,"[""quads""]","[""glutes"",""calves"",""abs"",""hamstrings""]","{""abs"":0.5,""calves"":0.5,""glutes"":0.8,""hamstrings"":0.3}",true,10,50,false,[],squat,controlled,,,false
,Plank Shoulder Tap,Hold high plank and tap opposite shoulder with one hand while resisting hip rotation.,6,"[""obliques""]","[""abs"",""anterior_deltoids"",""serratus_anterior""]","{""abs"":0.6,""anterior_deltoids"":0.4,""serratus_anterior"":0.3}",false,5,35,false,[],anti-rotation,controlled,,,false
,Plate Pinch Hold,Pinch weight plates between fingers and thumb. Hold for time while standing tall.,4,"[""forearms""]","[""traps""]","{""traps"":0.2}",false,10,30,false,"[""weight_plate""]",carry,isometric,,,false
,Plyometric Push Up,"Lower into a push-up, then press explosively so hands leave the floor. Land softly and repeat.",9,"[""chest""]","[""triceps"",""anterior_deltoids"",""abs""]","{""triceps"":0.7,""anterior_deltoids"":0.6,""abs"":0.4}",false,5,30,false,[],push,explosive,,,false
,Power Clean,Pull bar explosively from floor and receive it on shoulders in a partial squat.,10,"[""glutes""]","[""hamstrings"",""quads"",""traps"",""forearms"",""abs""]","{""hamstrings"":0.6,""quads"":0.6,""traps"":0.7,""forearms"":0.5,""abs"":0.4}",false,45,60,false,"[""barbell""]",hinge,explosive,,,false
,Power Snatch,"Pull bar from floor to overhead in one motion, receiving in a partial squat.",10,"[""glutes""]","[""hamstrings"",""quads"",""traps"",""anterior_deltoids"",""abs""]","{""hamstrings"":0.6,""quads"":0.5,""traps"":0.7,""anterior_deltoids"":0.5,""abs"":0.5}",false,45,60,false,"[""barbell""]",hinge,explosive,,,false
,Preacher Curl,"Rest upper arms on preacher pad. Curl weight up, squeeze biceps, then lower under control.",5,"[""biceps""]","[""forearms""]","{""forearms"":0.4}",false,15,40,false,"[""preacher_curl_bench"",""ez_bar""]",pull,controlled,,,false
,Prone Leg Curl,"Lie face-down on leg curl machine. Curl heels toward glutes, pause, then lower with control.",5,"[""hamstrings""]","[""calves""]","{""calves"":0.2}",false,15,40,false,"[""leg_curl_machine""]",hinge,controlled,,,false
,Pull Up,"Standard pull-up with neutral or overhand grip. Pull body up until chin clears bar, focus on lat engagement. Lower with control.",9,"[""lats""]","[""biceps"",""traps"",""posterior_deltoids"",""forearms""]","{""traps"":0.4,""biceps"":0.6,""upper_back"":0.5}",false,10,45,false,"[""pull_up_bar""]",pull,controlled,,,false
,Pull Up (Overhand),"Hang from bar with overhand grip, hands wider than shoulders. Pull body up until chin clears bar. Lower with control.",9,"[""lats""]","[""traps"",""posterior_deltoids"",""forearms""]","{""traps"":0.6,""biceps"":0.5,""forearms"":0.4,""posterior_deltoids"":0.4}",false,10,45,false,"[""pull_up_bar""]",pull,controlled,,,false
,Pull Up (Wide Grip),"Wide overhand grip, hands 1.5x shoulder width. Pull up focusing on lats. Lower slowly to maximize time under tension.",9,"[""lats""]","[""traps"",""forearms""]","{""traps"":0.7,""biceps"":0.4,""forearms"":0.5}",false,10,50,false,"[""pull_up_bar""]",pull,controlled,,,false
,Push Jerk,"Dip with knees, drive bar overhead, and receive with arms locked and knees bent.",9,"[""anterior_deltoids""]","[""triceps"",""quads"",""glutes"",""abs""]","{""triceps"":0.7,""quads"":0.5,""glutes"":0.5,""abs"":0.5}",false,35,50,false,"[""barbell""]",push,explosive,,,false
,Push Press,"Hold bar at shoulders. Dip slightly with knees, drive upward, and press bar overhead.",9,"[""anterior_deltoids""]","[""triceps"",""quads"",""glutes"",""abs""]","{""triceps"":0.7,""quads"":0.5,""glutes"":0.4,""abs"":0.4}",false,35,50,false,"[""barbell""]",push,explosive,,,false
,Push Up,"Start in plank position. Lower body until chest nearly touches ground, then push up explosively. Keep body straight from head to heels.",7,"[""chest""]","[""anterior_deltoids"",""abs"",""serratus_anterior""]","{""abs"":0.5,""triceps"":0.6,""anterior_deltoids"":0.7,""serratus_anterior"":0.5}",false,5,30,false,[],push,controlled,,,false
,Rear Delt Fly (Dumbbell),"Hinge forward with dumbbells hanging. Raise arms out to sides, squeeze rear delts, then lower.",5,"[""posterior_deltoids""]","[""upper_back"",""traps""]","{""upper_back"":0.6,""traps"":0.4}",false,10,40,false,"[""dumbbells""]",pull,controlled,,,false
,Reverse Crunch,"Lie on back with knees bent. Curl hips upward toward ribs, then lower with control.",5,"[""abs""]","[""hip_flexors""]","{""hip_flexors"":0.3}",false,5,35,false,[],anti-rotation,controlled,,,false
,Reverse Curl,"Hold bar with overhand grip. Curl toward shoulders, emphasizing brachialis and forearms.",5,"[""forearms""]","[""biceps""]","{""biceps"":0.5}",false,10,40,false,"[""barbell"",""ez_bar""]",pull,controlled,,,false
,Reverse Hyperextension,"Lie face-down on reverse hyper machine. Swing legs upward by extending hips, then lower.",6,"[""glutes""]","[""hamstrings"",""lower_back""]","{""hamstrings"":0.6,""lower_back"":0.5}",false,20,45,false,"[""reverse_hyper_machine""]",hinge,controlled,,,false
,Reverse Lunge,"Step backward into a lunge, lower under control, then drive through front foot to stand.",7,"[""quads""]","[""glutes"",""hamstrings"",""calves""]","{""glutes"":0.7,""hamstrings"":0.4,""calves"":0.2}",true,10,50,false,"[""dumbbells""]",lunge,controlled,,,false
,Reverse Nordic Curl,"Kneel upright. Lean back with control, resisting with quads and hip flexors. Return to upright position.",7,"[""quads""]","[""hip_flexors"",""abs""]","{""abs"":0.3,""hip_flexors"":0.6}",false,10,45,false,[],hinge,controlled,,,false
,Reverse Pec Deck Fly,"Sit facing a pec deck machine. Pull handles apart until arms line with shoulders, then return slowly.",5,"[""posterior_deltoids""]","[""upper_back"",""traps""]","{""upper_back"":0.6,""traps"":0.4}",false,15,40,false,"[""pec_deck_machine""]",pull,controlled,,,false
,Reverse Plank,Sit with hands behind hips and legs straight. Lift hips until body forms a line and hold.,5,"[""glutes""]","[""hamstrings"",""posterior_deltoids"",""lower_back""]","{""hamstrings"":0.4,""posterior_deltoids"":0.4,""lower_back"":0.3}",false,5,30,true,[],hinge,isometric,,,false
,Reverse Wrist Curl,"Rest forearms on bench with palms down. Extend wrists upward, then lower under control.",3,"[""forearms""]",[],{},false,10,35,false,"[""dumbbells"",""bench""]",pull,controlled,,,false
